auto_transient	compound	isproduct	rclass	reaction	stoichn	stoichn_corr
False	C00002	False	False	R09589	1	1
False	C00587	False	True	R09589	1	1
False	C00010	False	True	R09589	1	1
False	C00020	True	False	R09589	1	1
False	C00013	True	False	R09589	1	1
False	C05195	True	True	R09589	1	1
False	C00002	False	True	R09590	1	1
False	C00402	False	False	R09590	1	1
False	C19695	False	False	R09590	1	1
False	C19696	True	False	R09590	1	1
False	C00008	True	True	R09590	1	1
False	C00009	True	False	R09590	1	1
False	C19702	False	True	R09591	1	1
False	C00097	False	True	R09591	1	1
False	C00002	False	False	R09591	1	1
False	C19703	True	True	R09591	1	1
False	C00020	True	False	R09591	1	1
False	C00013	True	False	R09591	1	1
False	C00002	False	True	R09592	1	1
False	C19709	False	True	R09592	1	1
False	C00049	False	True	R09592	1	1
False	C00008	True	True	R09592	1	1
False	C00009	True	False	R09592	1	1
False	C19710	True	True	R09592	1	1
False	C00002	False	True	R09593	1	1
False	C19710	False	True	R09593	1	1
False	C00062	False	True	R09593	1	1
False	C00008	True	True	R09593	1	1
False	C00009	True	False	R09593	1	1
False	C19713	True	True	R09593	1	1
False	C00002	False	True	R09594	1	1
False	C01217	False	True	R09594	1	1
False	C00025	False	True	R09594	1	1
False	C00008	True	True	R09594	1	1
False	C00009	True	False	R09594	1	1
False	C18802	True	True	R09594	1	1
False	C00133	False	True	R09595	1	1
False	C00740	False	True	R09595	1	1
False	C00002	False	True	R09595	1	1
False	C19719	True	True	R09595	1	1
False	C00008	True	True	R09595	1	1
False	C00009	True	False	R09595	1	1
False	C00002	False	True	R09596	1	1
False	C00692	False	True	R09596	1	1
False	C00739	False	True	R09596	1	1
False	C00008	True	True	R09596	1	1
False	C00009	True	False	R09596	1	1
False	C19720	True	True	R09596	1	1
False	C19722	False	True	R09597	1	1
False	C00047	False	True	R09597	1	1
False	C00002	False	False	R09597	1	1
False	C19723	True	True	R09597	1	1
False	C00020	True	False	R09597	1	1
False	C00013	True	False	R09597	1	1
False	C00001	True	False	R09597	1	1
False	C05773	False	False	R09598	1	1
False	C00064	False	True	R09598	1	1
False	C00002	False	True	R09598	1	1
False	C00001	False	False	R09598	1	1
False	C19724	True	False	R09598	1	1
False	C00025	True	True	R09598	1	1
False	C00008	True	True	R09598	1	1
False	C00009	True	False	R09598	1	1
False	C19724	False	False	R09599	1	1
False	C00064	False	True	R09599	1	1
False	C00002	False	True	R09599	1	1
False	C00001	False	False	R09599	1	1
False	C06504	True	False	R09599	1	1
False	C00025	True	True	R09599	1	1
False	C00008	True	True	R09599	1	1
False	C00009	True	False	R09599	1	1
False	C19725	False	True	R09600	1	1
False	C19745	True	True	R09600	1	1
False	C19728	False	True	R09601	1	1
False	C00007	False	False	R09601	1	1
False	C00376	True	True	R09601	1	1
False	C19729	True	False	R09601	1	1
False	C10520	False	True	R09602	1	1
False	C03024	False	False	R09602	1	1
False	C00007	False	False	R09602	1	1
False	C19727	True	True	R09602	1	1
False	C03161	True	False	R09602	1	1
False	C00001	True	False	R09602	2	2
False	C06098	False	True	R09603	1	1
False	C00007	False	False	R09603	2	2
False	C19730	True	True	R09603	1	1
False	C19731	True	True	R09603	2	2
False	C08616	False	True	R09604	1	1
False	C03024	False	False	R09604	1	1
False	C00007	False	False	R09604	1	1
False	C19732	True	True	R09604	1	1
False	C03161	True	False	R09604	1	1
False	C00001	True	False	R09604	1	1
False	C19733	False	True	R09605	1	1
False	C03024	False	False	R09605	1	1
False	C00007	False	False	R09605	1	1
False	C08980	True	True	R09605	1	1
False	C03161	True	False	R09605	1	1
False	C00001	True	False	R09605	1	1
False	C00448	False	True	R09606	1	1
False	C19734	True	True	R09606	1	1
False	C00013	True	False	R09606	1	1
False	C19760	False	True	R09607	1	1
False	C19735	True	True	R09607	1	1
False	C00013	True	False	R09607	1	1
False	C19760	False	True	R09608	1	1
False	C19736	True	True	R09608	1	1
False	C00013	True	False	R09608	1	1
False	C19760	False	True	R09609	1	1
False	C19737	True	True	R09609	1	1
False	C00013	True	False	R09609	1	1
False	C16826	False	True	R09610	1	1
False	C19738	True	True	R09610	1	1
False	C00013	True	False	R09610	1	1
False	C00019	False	True	R09611	2	2
False	C10192	False	True	R09611	1	1
False	C00021	True	True	R09611	2	2
False	C10193	True	True	R09611	1	1
False	C00019	False	True	R09612	1	1
False	C10192	False	True	R09612	1	1
False	C00021	True	True	R09612	1	1
False	C19739	True	True	R09612	1	1
False	C00019	False	True	R09613	1	1
False	C19739	False	True	R09613	1	1
False	C00021	True	True	R09613	1	1
False	C10193	True	True	R09613	1	1
False	C00448	False	True	R09614	1	1
False	C19740	True	True	R09614	1	1
False	C00013	True	False	R09614	1	1
False	C00448	False	True	R09615	1	1
False	C19741	True	True	R09615	1	1
False	C00013	True	False	R09615	1	1
False	C00448	False	True	R09616	1	1
False	C19742	True	True	R09616	1	1
False	C00013	True	False	R09616	1	1
False	C00448	False	True	R09617	1	1
False	C00001	False	False	R09617	1	1
False	C19744	True	True	R09617	1	1
False	C00013	True	False	R09617	1	1
False	C00448	False	True	R09618	1	1
False	C00001	False	False	R09618	1	1
False	C19746	True	True	R09618	1	1
False	C00013	True	False	R09618	1	1
False	C00448	False	True	R09619	1	1
False	C19748	True	True	R09619	1	1
False	C00013	True	False	R09619	1	1
False	C00448	False	True	R09620	1	1
False	C16814	True	True	R09620	1	1
False	C00013	True	False	R09620	1	1
False	C00083	False	True	R09621	3	3
False	C00512	False	False	R09621	1	1
False	C00010	True	True	R09621	4	4
False	C19750	True	False	R09621	1	1
False	C00011	True	False	R09621	4	4
False	C19703	False	True	R09622	1	1
False	C00024	False	True	R09622	1	1
False	C06717	True	True	R09622	1	1
False	C00010	True	True	R09622	1	1
False	C00448	False	True	R09623	1	1
False	C16775	True	True	R09623	1	1
False	C00013	True	False	R09623	1	1
False	C00448	False	True	R09624	1	1
False	C19747	True	True	R09624	1	1
False	C00013	True	False	R09624	1	1
False	C16775	False	True	R09625	1	1
False	C19752	True	True	R09625	1	1
False	C00448	False	True	R09626	1	1
False	C19753	True	True	R09626	1	1
False	C00013	True	False	R09626	1	1
False	C00448	False	True	R09627	1	1
False	C19754	True	True	R09627	1	1
False	C00013	True	False	R09627	1	1
False	C00448	False	True	R09628	1	1
False	C00001	False	False	R09628	1	1
False	C19743	True	True	R09628	1	1
False	C00013	True	False	R09628	1	1
False	C00448	False	True	R09629	1	1
False	C00001	False	False	R09629	1	1
False	C19755	True	True	R09629	1	1
False	C00013	True	False	R09629	1	1
False	C00448	False	True	R09630	1	1
False	C00001	False	False	R09630	1	1
False	C19756	True	True	R09630	1	1
False	C00013	True	False	R09630	1	1
False	C00024	False	True	R09631	1	1
False	C08492	False	True	R09631	1	1
False	C19757	True	True	R09631	1	1
False	C00010	True	True	R09631	1	1
False	C19758	False	True	R09632	1	1
False	C00009	False	False	R09632	1	1
False	C00507	True	True	R09632	1	1
False	C00446	True	False	R09632	1	1
False	C00235	False	False	R09633	1	1
False	C00129	False	True	R09633	2	2
False	C00013	True	False	R09633	2	2
False	C19760	True	True	R09633	1	1
False	C00043	False	True	R09634	1	1
False	C04006	False	True	R09634	1	1
False	C19761	True	True	R09634	1	1
False	C00015	True	True	R09634	1	1
False	C00167	False	True	R09635	1	1
False	C08604	False	True	R09635	1	1
False	C00015	True	True	R09635	1	1
False	C19762	True	True	R09635	1	1
False	C00167	False	True	R09636	1	1
False	C08980	False	True	R09636	1	1
False	C00015	True	True	R09636	1	1
False	C19763	True	True	R09636	1	1
False	C00019	False	True	R09637	1	1
False	C00742	False	False	R09637	1	1
False	C19766	True	False	R09637	1	1
False	C00073	True	True	R09637	1	1
False	C00235	False	False	R09638	1	1
False	C00078	False	True	R09638	1	1
False	C00013	True	False	R09638	1	1
False	C19767	True	True	R09638	1	1
False	C00019	False	True	R09639	1	1
False	C00698	False	False	R09639	1	1
False	C19768	True	False	R09639	1	1
False	C00073	True	True	R09639	1	1
False	C00002	False	True	R09640	1	1
False	C19769	False	True	R09640	1	1
False	C00001	False	False	R09640	1	1
False	C00008	True	True	R09640	1	1
False	C19770	True	True	R09640	1	1
False	C00029	False	True	R09641	1	1
False	C17556	False	False	R09641	1	1
False	C00105	True	True	R09641	1	1
False	C19772	True	False	R09641	1	1
False	C00190	False	True	R09642	1	1
False	C19773	False	True	R09642	1	1
False	C00105	True	True	R09642	1	1
False	C19774	True	True	R09642	1	1
False	C19775	False	True	R09643	1	1
False	C00001	False	False	R09643	1	1
False	C06108	True	True	R09643	1	1
False	C00010	True	True	R09643	1	1
False	C19776	False	True	R09644	1	1
False	C00001	False	False	R09644	1	1
False	C00416	True	True	R09644	1	1
False	C00009	True	False	R09644	1	1
False	C18049	False	True	R09646	1	1
False	C00001	False	False	R09646	1	1
False	C19777	True	True	R09646	1	1
False	C00060	True	True	R09646	1	1
False	C19778	False	True	R09647	1	1
False	C00001	False	False	R09647	1	1
False	C19780	True	True	R09647	1	1
False	C00014	True	False	R09647	1	1
False	C19779	False	True	R09648	1	1
False	C00001	False	False	R09648	1	1
False	C00099	True	True	R09648	1	1
False	C00014	True	False	R09648	1	1
False	C19782	False	True	R09649	1	1
False	C00001	False	False	R09649	1	1
False	C19783	True	True	R09649	1	1
False	C00014	True	False	R09649	1	1
False	C19781	False	True	R09650	1	1
False	C00001	False	False	R09650	1	1
False	C00148	True	True	R09650	1	1
False	C00014	True	False	R09650	1	1
False	C19784	False	True	R09651	1	1
False	C00001	False	False	R09651	1	1
False	C19702	True	True	R09651	1	1
False	C00033	True	True	R09651	1	1
False	C05421	False	True	R09652	1	1
False	C02061	False	True	R09652	2	2
False	C19764	True	True	R09652	1	1
False	C16693	True	True	R09652	2	2
False	C05421	False	True	R09653	1	1
False	C02061	False	True	R09653	1	1
False	C19765	True	True	R09653	1	1
False	C16693	True	True	R09653	1	1
False	C19765	False	True	R09654	1	1
False	C02061	False	True	R09654	1	1
False	C19764	True	True	R09654	1	1
False	C16693	True	True	R09654	1	1
False	C19764	False	True	R09655	1	1
False	C15857	True	True	R09655	1	1
False	C15857	False	True	R09656	1	1
False	C15602	False	False	R09656	1	1
False	C19759	True	True	R09656	1	1
False	C15603	True	False	R09656	1	1
False	C19785	False	True	R09657	1	1
False	C00001	False	False	R09657	1	1
False	C19786	True	True	R09657	1	1
False	C19759	False	True	R09658	1	1
False	C15602	False	False	R09658	1	1
False	C15858	True	True	R09658	1	1
False	C15603	True	False	R09658	1	1
False	C05430	False	True	R09659	1	1
False	C00028	False	False	R09659	2	2
False	C05432	True	True	R09659	1	1
False	C00030	True	False	R09659	2	2
False	C00170	False	True	R09660	1	1
False	C00001	False	False	R09660	1	1
False	C19787	True	True	R09660	1	1
False	C00014	True	False	R09660	1	1
False	C19788	False	True	R09661	1	1
False	C00001	False	False	R09661	1	1
False	C19789	True	True	R09661	1	1
False	C00014	True	False	R09661	1	1
False	C19790	False	True	R09662	1	1
False	C00003	False	True	R09662	1	1
False	C00176	True	True	R09662	1	1
False	C00004	True	True	R09662	1	1
False	C00080	True	False	R09662	1	1
False	C15541	False	True	R09663	1	1
False	C00197	False	True	R09663	1	1
False	C00454	True	True	R09663	1	1
False	C19791	True	True	R09663	1	1
False	C19791	False	True	R09664	1	1
False	C00001	False	False	R09664	1	1
False	C19792	True	True	R09664	1	1
False	C00009	True	False	R09664	1	1
False	C00498	False	True	R09665	1	1
False	C00258	False	True	R09665	1	1
False	C19792	True	True	R09665	1	1
False	C00008	True	True	R09665	1	1
False	C00096	False	True	R09666	1	1
False	C00258	False	True	R09666	1	1
False	C00035	True	True	R09666	1	1
False	C11544	True	True	R09666	1	1
False	C00096	False	True	R09667	1	1
False	C19791	False	True	R09667	1	1
False	C00035	True	True	R09667	1	1
False	C19793	True	True	R09667	1	1
False	C19787	False	True	R09668	1	1
False	C00009	False	False	R09668	1	1
False	C00262	True	True	R09668	1	1
False	C04188	True	False	R09668	1	1
False	C00063	False	False	R09669	1	1
False	C04006	False	True	R09669	1	1
False	C00013	True	False	R09669	1	1
False	C19794	True	True	R09669	1	1
False	C19794	False	True	R09670	1	1
False	C04006	False	True	R09670	1	1
False	C00055	True	True	R09670	1	1
False	C19799	True	True	R09670	1	1
False	C19797	False	True	R09671	1	1
False	C00030	False	False	R09671	4	4
False	C00007	False	False	R09671	4	4
False	C19798	True	True	R09671	1	1
False	C00028	True	False	R09671	4	4
False	C00001	True	False	R09671	6	6
False	C19802	False	True	R09672	1	1
False	C00001	False	False	R09672	1	1
False	C02189	True	True	R09672	1	1
False	C00140	True	True	R09672	1	1
False	C19804	False	True	R09673	1	1
False	C00001	False	False	R09673	1	1
False	C19803	True	True	R09673	1	1
False	C00140	True	True	R09673	1	1
False	C19241	False	True	R09674	1	1
False	C00001	False	False	R09674	2	2
False	C19805	True	True	R09674	1	1
False	C19806	True	True	R09674	2	2
False	C00002	False	True	R09675	1	1
False	C00882	False	True	R09675	1	1
False	C19771	True	True	R09675	1	1
False	C00147	True	True	R09675	1	1
False	C00043	False	True	R09676	1	1
False	C02189	False	True	R09676	1	1
False	C00015	True	True	R09676	1	1
False	C19802	True	True	R09676	1	1
False	C00043	False	True	R09677	1	1
False	C19803	False	True	R09677	1	1
False	C00015	True	True	R09677	1	1
False	C19804	True	True	R09677	1	1
False	C00019	False	True	R09678	1	1
False	C10193	False	True	R09678	1	1
False	C00021	True	True	R09678	1	1
False	C19807	True	True	R09678	1	1
False	C00019	False	True	R09679	3	3
False	C10192	False	True	R09679	1	1
False	C00021	True	True	R09679	3	3
False	C19807	True	True	R09679	1	1
False	C19809	False	True	R09680	1	1
False	C00001	False	False	R09680	1	1
False	C00408	True	True	R09680	1	1
False	C00014	True	False	R09680	1	1
False	C06089	False	True	R09681	1	1
False	C19810	True	True	R09681	1	1
False	C00013	True	False	R09681	1	1
False	C19811	False	True	R09682	1	1
False	C00007	False	False	R09682	1	1
False	C13453	True	True	R09682	1	1
False	C19812	True	True	R09682	1	1
False	C19813	False	True	R09683	1	1
False	C00036	True	True	R09683	1	1
False	C00014	True	False	R09683	1	1
False	C19815	False	True	R09684	1	1
False	C19814	True	True	R09684	1	1
False	C00013	True	False	R09684	1	1
False	C00353	False	True	R09685	1	1
False	C19816	True	True	R09685	1	1
False	C00013	True	False	R09685	1	1
False	C11901	False	True	R09686	1	1
False	C00001	False	False	R09686	1	1
False	C19817	True	True	R09686	1	1
False	C00013	True	False	R09686	1	1
False	C02569	False	True	R09687	1	1
False	C19818	True	True	R09687	1	1
False	C00013	True	False	R09687	1	1
False	C01054	False	True	R09688	1	1
False	C19819	True	True	R09688	1	1
False	C01054	False	True	R09689	1	1
False	C19820	True	True	R09689	1	1
False	C16144	False	True	R09690	1	1
False	C00016	False	True	R09690	4	4
False	C19797	True	True	R09690	1	1
False	C01352	True	True	R09690	4	4
False	C05421	False	True	R09691	1	1
False	C00028	False	False	R09691	3	3
False	C05431	True	True	R09691	1	1
False	C00030	True	False	R09691	3	3
False	C05421	False	True	R09692	1	1
False	C00028	False	False	R09692	1	1
False	C05414	True	True	R09692	1	1
False	C00030	True	False	R09692	1	1
False	C05421	False	True	R09693	1	1
False	C00028	False	False	R09693	2	2
False	C05430	True	True	R09693	1	1
False	C00030	True	False	R09693	2	2
False	C06485	False	True	R09694	1	1
False	C19822	True	True	R09694	1	1
False	C00001	True	False	R09694	1	1
False	C19822	False	True	R09695	1	1
False	C19821	True	True	R09695	1	1
False	C06485	False	True	R09696	1	1
False	C19821	True	True	R09696	1	1
False	C00001	True	False	R09696	1	1
False	C00043	False	True	R09697	1	1
False	C19823	True	True	R09697	1	1
False	C00001	True	False	R09697	1	1
False	C01086	False	True	R09698	1	1
False	C00658	True	True	R09698	1	1
False	C00001	True	False	R09698	1	1
False	C14827	False	True	R09699	1	1
False	C19827	True	True	R09699	1	1
False	C00001	True	False	R09699	1	1
False	C19828	False	True	R09700	1	1
False	C01054	True	True	R09700	1	1
False	C00001	True	False	R09700	1	1
False	C19829	False	True	R09701	1	1
False	C01054	True	True	R09701	1	1
False	C00001	True	False	R09701	1	1
False	C11389	False	True	R09702	1	1
False	C06074	True	True	R09702	1	1
False	C00001	True	False	R09702	1	1
False	C05421	False	True	R09703	1	1
False	C00028	False	False	R09703	5	5
False	C15867	True	True	R09703	1	1
False	C00030	True	False	R09703	5	5
False	C19824	False	True	R09704	1	1
False	C19825	True	True	R09704	1	1
False	C19822	False	True	R09705	1	1
False	C19826	True	True	R09705	1	1
False	C19830	False	True	R09707	1	1
False	C19831	True	True	R09707	1	1
False	C01500	False	True	R09708	1	1
False	C11389	True	True	R09708	1	1
False	C01054	False	True	R09709	1	1
False	C19832	True	True	R09709	1	1
False	C01054	False	True	R09710	1	1
False	C19833	True	True	R09710	1	1
False	C01054	False	True	R09711	1	1
False	C19801	True	True	R09711	1	1
False	C00751	False	True	R09712	1	1
False	C19834	True	True	R09712	1	1
False	C01054	False	True	R09713	1	1
False	C19835	True	True	R09713	1	1
False	C00353	False	True	R09714	1	1
False	C19815	True	True	R09714	1	1
False	C00353	False	True	R09715	1	1
False	C19836	True	True	R09715	1	1
False	C05421	False	True	R09716	1	1
False	C00028	False	False	R09716	4	4
False	C05432	True	True	R09716	1	1
False	C00030	True	False	R09716	4	4
False	C19813	False	True	R09717	1	1
False	C00037	True	True	R09717	1	1
False	C00048	True	True	R09717	1	1
False	C19838	False	True	R09718	1	1
False	C00037	True	True	R09718	1	1
False	C00048	True	True	R09718	1	1
False	C16144	False	True	R09719	1	1
False	C00016	False	True	R09719	1	1
False	C19840	True	True	R09719	1	1
False	C01352	True	True	R09719	1	1
False	C01251	False	True	R09720	1	1
False	C05662	True	True	R09720	1	1
False	C04394	False	True	R09721	1	1
False	C00001	False	False	R09721	n	n
False	C19842	True	True	R09721	1	1
False	C00033	True	True	R09721	n	n
False	C19713	False	True	R09722	n	n
False	C00001	False	False	R09722	1	1
False	C19709	True	True	R09722	n-1	n-1
False	C19843	True	True	R09722	1	1
False	C15970	False	True	R09723	1	1
False	C00001	False	False	R09723	1	1
False	C00031	True	True	R09723	1	1
False	C06082	True	True	R09723	1	1
False	C19864	False	True	R09724	1	1
False	C00001	False	False	R09724	1	1
False	C19800	True	True	R09724	1	1
False	C19844	True	True	R09724	1	1
False	C19846	False	True	R09725	1	1
False	C00001	False	False	R09725	1	1
False	C19845	True	True	R09725	1	1
False	C00132	True	True	R09725	1	1
False	C00002	False	False	R09726	1	1
False	C05924	False	True	R09726	1	1
False	C00013	True	False	R09726	1	1
False	C19848	True	True	R09726	1	1
False	C16145	False	True	R09727	1	1
False	C00030	False	False	R09727	2	2
False	C00007	False	False	R09727	2	2
False	C19839	True	True	R09727	1	1
False	C00028	True	False	R09727	2	2
False	C00001	True	False	R09727	3	3
False	C19839	False	True	R09728	1	1
False	C00030	False	False	R09728	1	1
False	C00007	False	False	R09728	1	1
False	C16146	True	True	R09728	1	1
False	C00028	True	False	R09728	1	1
False	C00001	True	False	R09728	1	1
False	C00002	False	True	R09729	1	1
False	C01925	False	True	R09729	1	1
False	C00008	True	True	R09729	1	1
False	C19850	True	True	R09729	1	1
False	C00353	False	True	R09730	1	1
False	C00129	False	True	R09730	7	7
False	C00013	True	False	R09730	7	7
False	C19852	True	True	R09730	1	1
False	C16826	False	True	R09731	1	1
False	C00129	False	True	R09731	n	n
False	C00013	True	False	R09731	n	n
False	C19853	True	True	R09731	1	1
False	C00167	False	True	R09732	1	1
False	C19855	False	True	R09732	1	1
False	C00015	True	True	R09732	1	1
False	C19854	True	True	R09732	1	1
False	C00096	False	True	R09733	1	1
False	C19856	False	True	R09733	1	1
False	C00035	True	True	R09733	1	1
False	C19855	True	True	R09733	1	1
False	C00096	False	True	R09734	1	1
False	C19854	False	True	R09734	1	1
False	C00035	True	True	R09734	1	1
False	C19857	True	True	R09734	1	1
False	C19848	False	True	R09735	1	1
False	C06232	False	False	R09735	1	1
False	C18237	True	True	R09735	1	1
False	C00020	True	False	R09735	1	1
False	C00001	True	False	R09735	1	1
False	C19847	False	True	R09736	1	1
False	C00019	False	True	R09736	1	1
False	C05819	True	True	R09736	1	1
False	C00021	True	True	R09736	1	1
False	C00019	False	True	R09737	1	1
False	C19858	False	True	R09737	1	1
False	C00021	True	True	R09737	1	1
False	C19859	True	True	R09737	1	1
False	C00136	False	True	R09738	1	1
False	C00006	False	True	R09738	1	1
False	C00877	True	True	R09738	1	1
False	C00005	True	True	R09738	1	1
False	C00080	True	False	R09738	1	1
False	C00072	False	False	R09739	1	1
False	C14819	False	False	R09739	1	1
False	C01041	True	False	R09739	1	1
False	C14818	True	False	R09739	1	1
False	C00162	False	False	R09740	1	1
False	C00027	False	False	R09740	1	1
False	C05102	True	False	R09740	1	1
False	C00001	True	False	R09740	1	1
False	C00162	False	False	R09741	1	1
False	C00027	False	False	R09741	1	1
False	C19861	True	False	R09741	1	1
False	C00001	True	False	R09741	1	1
False	C03491	False	False	R09742	1	1
False	C15602	False	False	R09742	1	1
False	C19862	True	False	R09742	1	1
False	C15603	True	False	R09742	1	1
False	C19863	False	True	R09743	1	1
False	C01054	True	True	R09743	1	1
False	C00001	True	False	R09743	1	1
False	C19840	False	True	R09744	1	1
False	C00016	False	True	R09744	1	1
False	C19841	True	True	R09744	1	1
False	C01352	True	True	R09744	1	1
False	C19841	False	True	R09745	1	1
False	C00016	False	True	R09745	1	1
False	C16145	True	True	R09745	1	1
False	C01352	True	True	R09745	1	1
False	C16145	False	True	R09746	1	1
False	C00016	False	True	R09746	1	1
False	C19797	True	True	R09746	1	1
False	C01352	True	True	R09746	1	1
False	C02094	False	True	R09747	1	1
False	C00138	False	False	R09747	4	4
False	C00080	False	False	R09747	2	2
False	C00007	False	False	R09747	2	2
False	C06098	True	True	R09747	1	1
False	C00139	True	False	R09747	4	4
False	C00001	True	False	R09747	2	2
False	C01352	False	True	R09748	1	1
False	C00003	False	True	R09748	1	1
False	C00016	True	True	R09748	1	1
False	C00004	True	True	R09748	1	1
False	C00080	True	False	R09748	1	1
False	C01080	False	True	R09749	1	1
False	C00006	False	True	R09749	1	1
False	C00876	True	True	R09749	1	1
False	C00005	True	True	R09749	1	1
False	C00080	True	False	R09749	1	1
False	C01007	False	True	R09750	1	1
False	C00003	False	True	R09750	1	1
False	C00255	True	True	R09750	1	1
False	C00004	True	True	R09750	1	1
False	C00080	True	False	R09750	1	1
False	C00088	False	True	R09751	3	3
False	C00533	True	True	R09751	2	2
False	C00244	True	True	R09751	1	1
False	C00001	True	False	R09751	1	1
False	C00394	False	True	R09752	1	1
False	C00009	False	False	R09752	1	1
False	C00103	True	True	R09752	1	1
False	C00035	True	False	R09752	1	1
False	C00052	False	True	R09753	1	1
False	C19763	False	True	R09753	1	1
False	C00015	True	True	R09753	1	1
False	C19865	True	True	R09753	1	1
False	C02199	False	True	R09754	1	1
False	C19865	False	True	R09754	1	1
False	C00015	True	True	R09754	1	1
False	C08983	True	True	R09754	1	1
False	C00052	False	False	R09755	1	1
False	C04845	False	False	R09755	1	1
False	C00015	True	False	R09755	1	1
False	C04922	True	False	R09755	1	1
False	C20504	False	True	R09756	1	1
False	C00006	False	True	R09756	1	1
False	C20503	True	True	R09756	1	1
False	C00005	True	True	R09756	1	1
False	C00080	True	False	R09756	1	1
False	C00029	False	True	R09757	1	1
False	C08588	False	True	R09757	1	1
False	C00015	True	True	R09757	1	1
False	C19867	True	True	R09757	1	1
False	C00029	False	True	R09758	1	1
False	C19867	False	True	R09758	1	1
False	C00015	True	True	R09758	1	1
False	C19868	True	True	R09758	1	1
False	C00029	False	True	R09759	1	1
False	C19869	False	True	R09759	1	1
False	C00015	True	True	R09759	1	1
False	C17513	True	True	R09759	1	1
False	C00074	False	False	R09760	1	1
False	C19857	False	True	R09760	1	1
False	C19870	True	True	R09760	1	1
False	C00009	True	False	R09760	1	1
False	C15794	False	True	R09761	1	1
False	C19873	True	True	R09761	1	1
False	C08814	False	True	R09762	1	1
False	C19874	True	True	R09762	1	1
False	C06025	False	True	R09763	1	1
False	C04121	False	True	R09763	1	1
False	C19875	True	True	R09763	1	1
False	C00055	True	True	R09763	1	1
False	G11160	False	False	R09764	1	1
False	C04121	False	False	R09764	1	1
False	G13060	True	False	R09764	1	1
False	C00055	True	False	R09764	1	1
False	C19875	False	True	R09765	1	1
False	C04121	False	True	R09765	1	1
False	C19876	True	True	R09765	1	1
False	C00055	True	True	R09765	1	1
False	G13060	False	False	R09766	1	1
False	C04121	False	False	R09766	1	1
False	G13061	True	False	R09766	1	1
False	C00055	True	False	R09766	1	1
False	C06024	False	True	R09767	1	1
False	C00002	False	True	R09767	1	1
False	C19877	True	True	R09767	1	1
False	C00008	True	True	R09767	1	1
False	C05382	False	True	R09768	1	1
False	C19882	True	True	R09768	1	1
False	C05382	False	True	R09769	1	1
False	C19878	True	True	R09769	1	1
False	C19878	False	True	R09770	1	1
False	C00002	False	True	R09770	1	1
False	C19879	True	True	R09770	1	1
False	C00008	True	True	R09770	1	1
False	C19879	False	True	R09771	1	1
False	C00001	False	False	R09771	1	1
False	C19880	True	True	R09771	1	1
False	C00009	True	False	R09771	1	1
False	C19880	False	True	R09772	1	1
False	C00044	False	False	R09772	1	1
False	C19881	True	True	R09772	1	1
False	C00013	True	False	R09772	1	1
False	C16157	False	False	R09773	1	1
False	C04919	False	True	R09773	1	1
False	C19884	True	True	R09773	1	1
False	C17556	True	False	R09773	1	1
False	C16157	False	False	R09774	1	1
False	C06025	False	True	R09774	1	1
False	C19883	True	True	R09774	1	1
False	C17556	True	False	R09774	1	1
False	C00956	False	True	R09775	1	1
False	C19885	False	True	R09775	1	1
False	C00002	False	True	R09775	1	1
False	C19886	True	True	R09775	1	1
False	C00008	True	True	R09775	1	1
False	C00009	True	False	R09775	1	1
False	C19886	False	True	R09776	1	1
False	C00002	False	True	R09776	1	1
False	C19887	True	True	R09776	1	1
False	C00008	True	True	R09776	1	1
False	C19887	False	True	R09777	1	1
False	C00005	False	True	R09777	1	1
False	C00080	False	False	R09777	1	1
False	C19888	True	True	R09777	1	1
False	C00006	True	True	R09777	1	1
False	C00009	True	False	R09777	1	1
False	C19888	False	True	R09778	1	1
False	C00025	False	True	R09778	1	1
False	C19889	True	True	R09778	1	1
False	C00026	True	True	R09778	1	1
False	C19889	False	True	R09779	1	1
False	C00001	False	False	R09779	1	1
False	C00047	True	True	R09779	1	1
False	C19885	True	True	R09779	1	1
False	C06019	False	True	R09780	1	1
False	C05345	True	True	R09780	1	1
False	C06026	False	True	R09781	1	1
False	C16157	False	False	R09781	1	1
False	C19890	True	True	R09781	1	1
False	C17556	True	False	R09781	1	1
False	C08613	False	True	R09782	1	1
False	C00007	False	False	R09782	1	1
False	C19892	True	True	R09782	1	1
False	C07330	True	True	R09782	1	1
False	C19892	False	True	R09783	1	1
False	C00003	False	True	R09783	1	1
False	C00001	False	False	R09783	1	1
False	C08607	True	True	R09783	1	1
False	C00004	True	True	R09783	1	1
False	C00080	True	False	R09783	1	1
False	C00026	False	True	R09784	1	1
False	C00007	False	False	R09784	1	1
False	C06547	True	True	R09784	1	1
False	C00011	True	False	R09784	3	3
False	C00001	True	False	R09784	1	1
False	C00026	False	False	R09785	1	1
False	C00062	False	True	R09785	1	1
False	C00007	False	False	R09785	1	1
False	C00042	True	False	R09785	1	1
False	C00011	True	False	R09785	1	1
False	C17349	True	True	R09785	1	1
False	C03912	True	True	R09785	1	1
False	C00001	True	False	R09785	1	1
False	C00580	False	True	R09786	1	1
False	C00007	False	False	R09786	1	1
False	C00004	False	True	R09786	1	1
False	C00080	False	False	R09786	1	1
False	C00409	True	True	R09786	1	1
False	C00067	True	True	R09786	1	1
False	C00003	True	True	R09786	1	1
False	C00001	True	False	R09786	1	1
False	C00448	False	True	R09788	1	1
False	C00001	False	False	R09788	1	1
